Mod:Item:MetaData, Localized Name
forestry:stairs.fireproof.wenge:0, 抗燃崖豆树楼梯
forestry:stairs.fireproof.baobab:0, 抗燃猴面包树楼梯
forestry:stairs.fireproof.sequoia:0, 抗燃红杉树楼梯
forestry:stairs.fireproof.kapok:0, 抗燃木棉树楼梯
forestry:stairs.fireproof.ebony:0, 抗燃乌檀树楼梯
forestry:stairs.fireproof.mahogany:0, 抗燃桃心树楼梯
forestry:stairs.fireproof.balsa:0, 抗燃巴尔杉树楼梯
forestry:stairs.fireproof.willow:0, 抗燃柳树楼梯
forestry:stairs.fireproof.walnut:0, 抗燃胡桃树楼梯
forestry:stairs.fireproof.greenheart:0, 抗燃绿樟树楼梯
forestry:stairs.fireproof.cherry:0, 抗燃樱树楼梯
forestry:stairs.fireproof.mahoe:0, 抗燃高槿树楼梯
forestry:stairs.fireproof.poplar:0, 抗燃白杨树楼梯
forestry:stairs.fireproof.palm:0, 抗燃棕榈树楼梯
forestry:stairs.fireproof.papaya:0, 抗燃木瓜树楼梯
forestry:stairs.fireproof.pine:0, 抗燃松树楼梯
forestry:stairs.fireproof.plum:0, 抗燃李子树楼梯
forestry:stairs.fireproof.maple:0, 抗燃枫树楼梯
forestry:stairs.fireproof.citrus:0, 抗燃柑橘树楼梯
forestry:stairs.fireproof.giganteum:0, 抗燃巨杉树楼梯
forestry:stairs.fireproof.ipe:0, 抗燃重蚁树楼梯
forestry:stairs.fireproof.padauk:0, 抗燃紫檀树楼梯
forestry:stairs.fireproof.cocobolo:0, 抗燃黄檀树楼梯
forestry:stairs.fireproof.zebrawood:0, 抗燃斑木树楼梯
forestry:stairs.vanilla.fireproof.oak:0, 抗燃橡木楼梯
forestry:stairs.vanilla.fireproof.spruce:0, 抗燃云杉木楼梯
forestry:stairs.vanilla.fireproof.birch:0, 抗燃桦木楼梯
forestry:stairs.vanilla.fireproof.jungle:0, 抗燃丛林木楼梯
forestry:stairs.vanilla.fireproof.acacia:0, 抗燃金合欢木楼梯
forestry:stairs.vanilla.fireproof.dark_oak:0, 抗燃深色橡木楼梯
forestry:doors.larch:0, 落叶树门
forestry:doors.teak:0, 柚树门
forestry:doors.acacia:0, 金合欢树门
forestry:doors.lime:0, 酸橙树门
forestry:doors.chestnut:0, 栗树门
forestry:doors.wenge:0, 崖豆树门
forestry:doors.baobab:0, 猴面包树门
forestry:doors.sequoia:0, 红杉树门
forestry:doors.kapok:0, 木棉树门
forestry:doors.ebony:0, 乌檀树门
forestry:doors.mahogany:0, 桃心树门
forestry:doors.balsa:0, 巴尔杉树门
forestry:doors.willow:0, 柳树门
forestry:doors.walnut:0, 胡桃树门
forestry:doors.greenheart:0, 绿樟树门
forestry:doors.cherry:0, 樱树门
forestry:doors.mahoe:0, 高槿树门
forestry:doors.poplar:0, 白杨树门
forestry:doors.palm:0, 棕榈树门
forestry:doors.papaya:0, 木瓜树门
forestry:doors.pine:0, 松树门
forestry:doors.plum:0, 李子树门
forestry:doors.maple:0, 枫树门
forestry:doors.citrus:0, 柑橘树门
forestry:doors.giganteum:0, 巨杉树门
forestry:doors.ipe:0, 重蚁树门
forestry:doors.padauk:0, 紫檀树门
forestry:doors.cocobolo:0, 黄檀树门
forestry:doors.zebrawood:0, 斑木树门
forestry:sapling_ge:0, tile.for.sapling_ge.name
forestry:leaves.decorative.0:0, 苹果橡树叶
forestry:leaves.decorative.0:1, 黑橡树叶
forestry:leaves.decorative.0:2, 银桦树叶
forestry:leaves.decorative.0:3, 银橙树叶
forestry:leaves.decorative.0:4, 胡桃树叶
forestry:leaves.decorative.0:5, 甜栗树叶
forestry:leaves.decorative.0:6, 山丘樱树叶
forestry:leaves.decorative.0:7, 柠檬树叶
forestry:leaves.decorative.0:8, 李子树叶
forestry:leaves.decorative.0:9, 糖枫树叶
forestry:leaves.decorative.0:10, 红果云杉树叶
forestry:leaves.decorative.0:11, 落叶松树叶
forestry:leaves.decorative.0:12, 西黄松树叶
forestry:leaves.decorative.0:13, 海岸红杉树叶
forestry:leaves.decorative.0:14, 巨杉树叶
forestry:leaves.decorative.0:15, 丛林树叶
forestry:leaves.decorative.1:0, 柚树叶
forestry:leaves.decorative.1:1, 重蚁树树叶
forestry:leaves.decorative.1:2, 木棉树叶
forestry:leaves.decorative.1:3, 乌檀树叶
forestry:leaves.decorative.1:4, 斑木树树叶
forestry:leaves.decorative.1:5, 黄桉树叶
forestry:leaves.decorative.1:6, 金合欢树叶
forestry:leaves.decorative.1:7, 沙漠刺槐树叶
forestry:leaves.decorative.1:8, 紫檀树树叶
forestry:leaves.decorative.1:9, 巴尔杉树叶
forestry:leaves.decorative.1:10, 黄檀树树叶
forestry:leaves.decorative.1:11, 崖豆树叶
forestry:leaves.decorative.1:12, 猴面包树叶
forestry:leaves.decorative.1:13, 高槿树叶
forestry:leaves.decorative.1:14, 银柳树叶
forestry:leaves.decorative.1:15, 绿心樟树叶
forestry:leaves.decorative.2:0, 木瓜树叶
forestry:leaves.decorative.2:1, 椰枣树叶
forestry:leaves.decorative.2:2, 白杨树叶
forestry:tree_chest:0, 林业员箱子
forestry:butterfly_chest:0, 鳞翅目昆虫学家箱子
forestry:cocoon:0, tile.for.cocoon.name
forestry:cocoon.solid:0, tile.for.cocoon.solid.name
forestry:crate, 板条箱
forestry:greenhouse:0, Greenhouse Block
forestry:greenhouse:3, 温室能量分配器
forestry:greenhouse:4, 温室控制器
forestry:greenhouse:5, 温室屏幕
forestry:climatiser:0, 温室湿度控制器
forestry:climatiser:1, 温室加热器
forestry:climatiser:2, 温室风扇
forestry:climatiser:3, 温室加湿器
forestry:climatiser:4, 温室除湿器
forestry:greenhouse.window:0, 温室窗户
forestry:greenhouse.window_up:0, 温室天窗
enderstorage:ender_storage:0, 末影箱子
enderstorage:ender_storage:1, 末影蓄水槽
enderstorage:ender_pouch, 末影袋子
extracells:part.base:0, ME流体输出总线
extracells:part.base:1, ME流体输入总线
extracells:part.base:2, ME流体存储总线
extracells:part.base:3, ME流体终端
extracells:part.base:4, ME流体发信器
extracells:part.base:5, ME流体破坏面板
extracells:part.base:6, ME流体成型面板
extracells:part.base:7, ME驱动固定器
extracells:part.base:8, ME能量单元固定器
extracells:part.base:9, ME流体接口
extracells:part.base:10, ME流体存储监控器
extracells:part.base:11, ME流体交换监控器
extracells:part.base:12, ME矿典输出总线
extracells:part.base:13, ME气体输入总线
extracells:part.base:14, ME气体输出总线
extracells:part.base:15, ME气体终端
extracells:part.base:16, ME气体存储总线
extracells:part.base:17, ME气体发信器
extracells:part.base:18, ME气体存储监控器
extracells:part.base:19, ME气体交换监控器
extracells:storage.fluid:0, 1k-ME流体存储元件
extracells:storage.fluid:1, 4k-ME流体存储元件
extracells:storage.fluid:2, 16k-ME流体存储元件
extracells:storage.fluid:3, 64k-ME流体存储元件
extracells:storage.fluid:4, 256k-ME流体存储元件
extracells:storage.fluid:5, 1024k-ME流体存储元件
extracells:storage.fluid:6, 4096k-ME流体存储元件
extracells:storage.physical:0, 256k-ME存储元件
extracells:storage.physical:1, 1024k-ME存储元件
extracells:storage.physical:2, 4096k-ME存储元件
extracells:storage.physical:3, 16384k-ME存储元件
extracells:storage.physical:4, ME方块容器 - 空
extracells:storage.physical:4, ME方块容器 - 空
extracells:storage.gas:0, 1k-ME气体存储元件
extracells:storage.gas:1, 4k-ME气体存储元件
extracells:storage.gas:2, 16k-ME气体存储元件
extracells:storage.gas:3, 64k-ME气体存储元件
extracells:storage.gas:4, 256k-ME气体存储元件
extracells:storage.gas:5, 1024k-ME气体存储元件
extracells:storage.gas:6, 4096k-ME气体存储元件
extracells:pattern.fluid:0, ME流体模板
extracells:pattern.fluid:0, ME流体模板: 水
extracells:pattern.fluid:0, ME流体模板: 熔岩
extracells:pattern.fluid:0, ME流体模板: 熔融铁
extracells:pattern.fluid:0, ME流体模板: 熔融金
extracells:pattern.fluid:0, ME流体模板: 熔融生铁
extracells:pattern.fluid:0, ME流体模板: 熔融钴
extracells:pattern.fluid:0, ME流体模板: 熔融阿迪特
extracells:pattern.fluid:0, ME流体模板: 熔融玛玉灵
extracells:pattern.fluid:0, ME流体模板: 熔融骑士史莱姆
extracells:pattern.fluid:0, ME流体模板: 熔融铝黄铜
extracells:pattern.fluid:0, ME流体模板: 熔融黄铜
extracells:pattern.fluid:0, ME流体模板: 熔融铜
extracells:pattern.fluid:0, ME流体模板: 熔融锡
extracells:pattern.fluid:0, ME流体模板: 熔融青铜
extracells:pattern.fluid:0, ME流体模板: 熔融锌
extracells:pattern.fluid:0, ME流体模板: 熔融铅
extracells:pattern.fluid:0, ME流体模板: 熔融镍
extracells:pattern.fluid:0, ME流体模板: 熔融银
extracells:pattern.fluid:0, ME流体模板: 熔融琥珀金
extracells:pattern.fluid:0, ME流体模板: 熔融钢
extracells:pattern.fluid:0, ME流体模板: 熔融铝
extracells:pattern.fluid:0, ME流体模板: 液态氢
extracells:pattern.fluid:0, ME流体模板: 液态氧
extracells:pattern.fluid:0, ME流体模板: 液态氯
extracells:pattern.fluid:0, ME流体模板: 液态二氧化硫
extracells:pattern.fluid:0, ME流体模板: 液态三氧化硫
extracells:pattern.fluid:0, ME流体模板: 硫酸
extracells:pattern.fluid:0, ME流体模板: 液态氯化氢
extracells:pattern.fluid:0, ME流体模板: 液态乙烯
extracells:pattern.fluid:0, ME流体模板: 液态钠
extracells:pattern.fluid:0, ME流体模板: 盐水
extracells:pattern.fluid:0, ME流体模板: 液态氘
extracells:pattern.fluid:0, ME流体模板: 液态氚
extracells:pattern.fluid:0, ME流体模板: 液态氘氚燃料
extracells:pattern.fluid:0, ME流体模板: 液态锂
extracells:pattern.fluid:0, ME流体模板: 重水
extracells:pattern.fluid:0, ME流体模板: 蒸汽
extracells:pattern.fluid:0, ME流体模板: 菜籽油
extracells:pattern.fluid:0, ME流体模板: 精制菜籽油
extracells:pattern.fluid:0, ME流体模板: 晶化油
extracells:pattern.fluid:0, ME流体模板: 充能油
extracells:pattern.fluid:0, ME流体模板: 杂酚油
extracells:pattern.fluid:0, ME流体模板: 液态煤炭
extracells:pattern.fluid:0, ME流体模板: 石油
extracells:pattern.fluid:0, ME流体模板: 石脑油
extracells:pattern.fluid:0, ME流体模板: 精炼油
extracells:pattern.fluid:0, ME流体模板: 树汁
extracells:pattern.fluid:0, ME流体模板: 糖浆
extracells:pattern.fluid:0, ME流体模板: 树脂
extracells:pattern.fluid:0, ME流体模板: 树油
extracells:pattern.fluid:0, ME流体模板: 种子油
extracells:pattern.fluid:0, ME流体模板: 生物质原油
extracells:pattern.fluid:0, ME流体模板: 藿香碱
extracells:pattern.fluid:0, ME流体模板: 蘑菇煲
extracells:pattern.fluid:0, ME流体模板: 经验
extracells:pattern.fluid:0, ME流体模板: 药水
extracells:pattern.fluid:0, ME流体模板: 喷溅药水
extracells:pattern.fluid:0, ME流体模板: 滞留药水
extracells:pattern.fluid:0, ME流体模板: 不稳定红石
extracells:pattern.fluid:0, ME流体模板: 充能荧石
extracells:pattern.fluid:0, ME流体模板: 谐振末影
extracells:pattern.fluid:0, ME流体模板: 烈焰之炽焱
extracells:pattern.fluid:0, ME流体模板: 极寒之凛冰
extracells:pattern.fluid:0, ME流体模板: 飞扬之清风
extracells:pattern.fluid:0, ME流体模板: 板块之层岩
extracells:pattern.fluid:0, ME流体模板: 元始魔力
extracells:pattern.fluid:0, ME流体模板: 熔融铂
extracells:pattern.fluid:0, ME流体模板: 熔融铱
extracells:pattern.fluid:0, ME流体模板: 熔融殷钢
extracells:pattern.fluid:0, ME流体模板: 熔融康铜
extracells:pattern.fluid:0, ME流体模板: 熔融信素
extracells:pattern.fluid:0, ME流体模板: 熔融流明
extracells:pattern.fluid:0, ME流体模板: 熔融末影
extracells:pattern.fluid:0, ME流体模板: 熔融磁钢
extracells:pattern.fluid:0, ME流体模板: 熔融充能合金
extracells:pattern.fluid:0, ME流体模板: 熔融脉冲合金
extracells:pattern.fluid:0, ME流体模板: 熔融红石合金
extracells:pattern.fluid:0, ME流体模板: 熔融导电铁
extracells:pattern.fluid:0, ME流体模板: 熔融充能铁
extracells:pattern.fluid:0, ME流体模板: 熔融玄钢
extracells:pattern.fluid:0, ME流体模板: 熔融魂金
extracells:pattern.fluid:0, ME流体模板: 熔融末影钢
extracells:pattern.fluid:0, ME流体模板: 熔融铁合金
extracells:pattern.fluid:0, ME流体模板: 植物油
extracells:pattern.fluid:0, ME流体模板: 乙醇
extracells:pattern.fluid:0, ME流体模板: 生物柴油
extracells:pattern.fluid:0, ME流体模板: 液态混凝土
extracells:pattern.fluid:0, ME流体模板: 熔融铀
extracells:pattern.fluid:0, ME流体模板: 流沙
extracells:pattern.fluid:0, ME流体模板: 蜂蜜
extracells:pattern.fluid:0, ME流体模板: 血
extracells:pattern.fluid:0, ME流体模板: 毒液
extracells:pattern.fluid:0, ME流体模板: 温泉水
extracells:pattern.fluid:0, ME流体模板: 乙醇
extracells:pattern.fluid:0, ME流体模板: 生物质
extracells:pattern.fluid:0, ME流体模板: 玻璃
extracells:pattern.fluid:0, ME流体模板: 蜂蜜
extracells:pattern.fluid:0, ME流体模板: 碎冰
extracells:pattern.fluid:0, ME流体模板: 果汁
extracells:pattern.fluid:0, ME流体模板: 牛奶
extracells:pattern.fluid:0, ME流体模板: 种子油
extracells:pattern.fluid:0, ME流体模板: 蜂蜜酒
extracells:pattern.fluid:0, ME流体模板: 注入龙力的奇妙液体
extracells:pattern.fluid:0, ME流体模板: 液态强化涂料
extracells:pattern.fluid:0, ME流体模板: 紫颂果汁
extracells:pattern.fluid:0, ME流体模板: 血染灵魂涂料
extracells:pattern.fluid:0, ME流体模板: 液态工业涂料
extracells:pattern.fluid:0, ME流体模板: 液态史莱姆
extracells:pattern.fluid:0, ME流体模板: 月壤精华
extracells:pattern.fluid:0, ME流体模板: 电子板处理液
extracells:pattern.fluid:0, ME流体模板: 熔融模块化合金
extracells:pattern.fluid:0, ME流体模板: 熔融铬
extracells:pattern.fluid:0, ME流体模板: 熔融血星铬
extracells:pattern.fluid:0, ME流体模板: 熔融神秘
extracells:pattern.fluid:0, ME流体模板: 熔融钛
extracells:pattern.fluid:0, ME流体模板: 熔融锇
extracells:pattern.fluid:0, ME流体模板: 熔融青金石
extracells:pattern.fluid:0, ME流体模板: 浓缩星辉
extracells:pattern.fluid:0, ME流体模板: 高能燃料
extracells:pattern.fluid:0, ME流体模板: 不稳定之气
extracells:pattern.fluid:0, ME流体模板: 灵魂原油
extracells:pattern.fluid:0, ME流体模板: 矮人燃油
extracells:pattern.fluid:0, ME流体模板: 矮人燃气
extracells:pattern.fluid:0, ME流体模板: 熔融黎明石
extracells:pattern.fluid:0, ME流体模板: 炼金红石浆液
extracells:pattern.fluid:0, ME流体模板: 恶魔灌注铁
extracells:pattern.fluid:0, ME流体模板: 附魔金属
extracells:pattern.fluid:0, ME流体模板: 熔融恶魔金属
extracells:pattern.fluid:0, ME流体模板: 原油
extracells:pattern.fluid:0, ME流体模板: 柴油
extracells:pattern.fluid:0, ME流体模板: 润滑油
extracells:pattern.fluid:0, ME流体模板: 汽油
extracells:pattern.fluid:0, ME流体模板: 凝固汽油
extracells:pattern.fluid:0, ME流体模板: 氧
extracells:pattern.fluid:0, ME流体模板: 氢
extracells:pattern.fluid:0, ME流体模板: 氘
extracells:pattern.fluid:0, ME流体模板: 氚
extracells:pattern.fluid:0, ME流体模板: 氦-3
extracells:pattern.fluid:0, ME流体模板: 氦
extracells:pattern.fluid:0, ME流体模板: 熔融硼
extracells:pattern.fluid:0, ME流体模板: 熔融硼-10
extracells:pattern.fluid:0, ME流体模板: 熔融硼-11
extracells:pattern.fluid:0, ME流体模板: 熔融锂
extracells:pattern.fluid:0, ME流体模板: 熔融锂-6
extracells:pattern.fluid:0, ME流体模板: 熔融锂-7
extracells:pattern.fluid:0, ME流体模板: 熔融硼铁合金
extracells:pattern.fluid:0, ME流体模板: 熔融高强合金
extracells:pattern.fluid:0, ME流体模板: 熔融硬碳
extracells:pattern.fluid:0, ME流体模板: 熔融铍
extracells:pattern.fluid:0, ME流体模板: 熔融锰
extracells:pattern.fluid:0, ME流体模板: 熔融二氧化锰
extracells:pattern.fluid:0, ME流体模板: 熔融硫
extracells:pattern.fluid:0, ME流体模板: 熔融砷
extracells:pattern.fluid:0, ME流体模板: 液氦
extracells:pattern.fluid:0, ME流体模板: 液氮
extracells:pattern.fluid:0, ME流体模板: 等离子体
extracells:pattern.fluid:0, ME流体模板: 流体中子
extracells:pattern.fluid:0, ME流体模板: 甲醇
extracells:pattern.fluid:0, ME流体模板: 辐射宁流体
extracells:pattern.fluid:0, ME流体模板: 缓效辐射宁流体
extracells:pattern.fluid:0, ME流体模板: 氮
extracells:pattern.fluid:0, ME流体模板: 氟
extracells:pattern.fluid:0, ME流体模板: 二氧化碳
extracells:pattern.fluid:0, ME流体模板: 一氧化碳
extracells:pattern.fluid:0, ME流体模板: 乙烯
extracells:pattern.fluid:0, ME流体模板: 氟代甲烷
extracells:pattern.fluid:0, ME流体模板: 氨
extracells:pattern.fluid:0, ME流体模板: 二氟化氧
extracells:pattern.fluid:0, ME流体模板: 乙硼烷
extracells:pattern.fluid:0, ME流体模板: 二氧化硫
extracells:pattern.fluid:0, ME流体模板: 三氧化硫
extracells:pattern.fluid:0, ME流体模板: 氢氟酸
extracells:pattern.fluid:0, ME流体模板: 硼酸
extracells:pattern.fluid:0, ME流体模板: 硫酸
extracells:pattern.fluid:0, ME流体模板: 氮化硼溶液
extracells:pattern.fluid:0, ME流体模板: 氟化钙溶液
extracells:pattern.fluid:0, ME流体模板: 硫酸钙溶液
extracells:pattern.fluid:0, ME流体模板: 氟化钠溶液
extracells:pattern.fluid:0, ME流体模板: 氟化钾溶液
extracells:pattern.fluid:0, ME流体模板: 氢氧化钠溶液
extracells:pattern.fluid:0, ME流体模板: 氢氧化钾溶液
extracells:pattern.fluid:0, ME流体模板: 硼砂溶液
extracells:pattern.fluid:0, ME流体模板: 堆芯熔融物
extracells:pattern.fluid:0, ME流体模板: 可可浆
extracells:pattern.fluid:0, ME流体模板: 可可脂
extracells:pattern.fluid:0, ME流体模板: 熔融无糖巧克力
extracells:pattern.fluid:0, ME流体模板: 熔融黑巧克力
extracells:pattern.fluid:0, ME流体模板: 熔融牛奶巧克力
extracells:pattern.fluid:0, ME流体模板: 糖液
extracells:pattern.fluid:0, ME流体模板: 熔融明胶
extracells:pattern.fluid:0, ME流体模板: 水合明胶
extracells:pattern.fluid:0, ME流体模板: 液态棉花糖
extracells:pattern.fluid:0, ME流体模板: 熔融氟化锂
extracells:pattern.fluid:0, ME流体模板: 熔融氟化铍
extracells:pattern.fluid:0, ME流体模板: 熔融氟锂铍盐混合物
extracells:pattern.fluid:0, ME流体模板: 熔融氢氧化钠
extracells:pattern.fluid:0, ME流体模板: 熔融氢氧化钾
extracells:pattern.fluid:0, ME流体模板: 高压蒸汽
extracells:pattern.fluid:0, ME流体模板: 废蒸汽
extracells:pattern.fluid:0, ME流体模板: 低压蒸汽
extracells:pattern.fluid:0, ME流体模板: 低质蒸汽
extracells:pattern.fluid:0, ME流体模板: 预热水
extracells:pattern.fluid:0, ME流体模板: 冷凝水
extracells:pattern.fluid:0, ME流体模板: 熔融钠
extracells:pattern.fluid:0, ME流体模板: 熔融钾
extracells:pattern.fluid:0, ME流体模板: 共晶钠钾合金
extracells:pattern.fluid:0, ME流体模板: 热共晶钠钾合金
extracells:pattern.fluid:0, ME流体模板: 熔融砷化硼
extracells:pattern.fluid:0, ME流体模板: 碳化硅蒸气
extracells:pattern.fluid:0, ME流体模板: 熔融Alugentum
extracells:pattern.fluid:0, ME流体模板: 熔融氧化铝
extracells:pattern.fluid:0, ME流体模板: 熔融钍
extracells:pattern.fluid:0, ME流体模板: 熔融氟化钍
extracells:pattern.fluid:0, ME流体模板: 熔融氟锂铍盐-氟化钍
extracells:pattern.fluid:0, ME流体模板: 熔融氟化铀
extracells:pattern.fluid:0, ME流体模板: 熔融氟锂铍盐-氟化铀
extracells:pattern.fluid:0, ME流体模板: 熔融钚
extracells:pattern.fluid:0, ME流体模板: 熔融氟化钚
extracells:pattern.fluid:0, ME流体模板: 熔融氟锂铍盐-氟化钚
extracells:pattern.fluid:0, ME流体模板: 熔融钍-230
extracells:pattern.fluid:0, ME流体模板: 熔融氟化钍-230
extracells:pattern.fluid:0, ME流体模板: 熔融氟锂铍盐-氟化钍-230
extracells:pattern.fluid:0, ME流体模板: 熔融铀-233
extracells:pattern.fluid:0, ME流体模板: 熔融氟化铀-233
extracells:pattern.fluid:0, ME流体模板: 熔融氟锂铍盐-氟化铀-233
